PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,DISTRIBUTION_EXISTING,DISTRIBUTION_NON_EXISTING,MEDIAN,RECIPROCAL,METHOD,SCORE,DIFF
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_0,10,0.25,0.5,1.0,0,random.uniform,random.random,True,False,random,sum,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_0,10,0.25,0.5,1.0,0,random.uniform,random.random,True,False,random,avg,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_0,10,0.25,0.5,1.0,0,random.uniform,random.random,True,False,louvain,sum,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_0,10,0.25,0.5,1.0,0,random.uniform,random.random,True,False,louvain,avg,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_1,10,0.25,0.5,1.0,1,random.uniform,random.random,False,True,random,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_1,10,0.25,0.5,1.0,1,random.uniform,random.random,False,True,random,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_1,10,0.25,0.5,1.0,1,random.uniform,random.random,False,True,louvain,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_1,10,0.25,0.5,1.0,1,random.uniform,random.random,False,True,louvain,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_10,10,0.25,0.5,1.0,10,random.uniform,random.random,True,True,random,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_10,10,0.25,0.5,1.0,10,random.uniform,random.random,True,True,random,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_10,10,0.25,0.5,1.0,10,random.uniform,random.random,True,True,louvain,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_10,10,0.25,0.5,1.0,10,random.uniform,random.random,True,True,louvain,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_11,10,0.25,0.5,1.0,11,random.uniform,random.random,True,False,random,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_11,10,0.25,0.5,1.0,11,random.uniform,random.random,True,False,random,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_11,10,0.25,0.5,1.0,11,random.uniform,random.random,True,False,louvain,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_11,10,0.25,0.5,1.0,11,random.uniform,random.random,True,False,louvain,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_12,10,0.25,0.5,1.0,12,random.uniform,random.random,False,True,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_12,10,0.25,0.5,1.0,12,random.uniform,random.random,False,True,random,avg,0.6666666666666666
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_12,10,0.25,0.5,1.0,12,random.uniform,random.random,False,True,louvain,sum,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_12,10,0.25,0.5,1.0,12,random.uniform,random.random,False,True,louvain,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_13,10,0.25,0.5,1.0,13,random.uniform,random.random,False,False,random,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_13,10,0.25,0.5,1.0,13,random.uniform,random.random,False,False,random,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_13,10,0.25,0.5,1.0,13,random.uniform,random.random,False,False,louvain,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_13,10,0.25,0.5,1.0,13,random.uniform,random.random,False,False,louvain,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_14,10,0.25,0.5,1.0,14,random.uniform,random.random,True,True,random,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_14,10,0.25,0.5,1.0,14,random.uniform,random.random,True,True,random,avg,0.5555555555555556
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_14,10,0.25,0.5,1.0,14,random.uniform,random.random,True,True,louvain,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_14,10,0.25,0.5,1.0,14,random.uniform,random.random,True,True,louvain,avg,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_15,10,0.25,0.5,1.0,15,random.uniform,random.random,False,False,random,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_15,10,0.25,0.5,1.0,15,random.uniform,random.random,False,False,random,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_15,10,0.25,0.5,1.0,15,random.uniform,random.random,False,False,louvain,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_15,10,0.25,0.5,1.0,15,random.uniform,random.random,False,False,louvain,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_16,10,0.25,0.5,1.0,16,random.uniform,random.random,True,False,random,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_16,10,0.25,0.5,1.0,16,random.uniform,random.random,True,False,random,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_16,10,0.25,0.5,1.0,16,random.uniform,random.random,True,False,louvain,sum,0.8222222222222222
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_16,10,0.25,0.5,1.0,16,random.uniform,random.random,True,False,louvain,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_17,10,0.25,0.5,1.0,17,random.uniform,random.random,False,True,random,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_17,10,0.25,0.5,1.0,17,random.uniform,random.random,False,True,random,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_17,10,0.25,0.5,1.0,17,random.uniform,random.random,False,True,louvain,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_17,10,0.25,0.5,1.0,17,random.uniform,random.random,False,True,louvain,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_18,10,0.25,0.5,1.0,18,random.uniform,random.random,False,False,random,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_18,10,0.25,0.5,1.0,18,random.uniform,random.random,False,False,random,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_18,10,0.25,0.5,1.0,18,random.uniform,random.random,False,False,louvain,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_18,10,0.25,0.5,1.0,18,random.uniform,random.random,False,False,louvain,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_19,10,0.25,0.5,1.0,19,random.uniform,random.random,False,False,random,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_19,10,0.25,0.5,1.0,19,random.uniform,random.random,False,False,random,avg,0.6666666666666666
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_19,10,0.25,0.5,1.0,19,random.uniform,random.random,False,False,louvain,sum,0.5777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_19,10,0.25,0.5,1.0,19,random.uniform,random.random,False,False,louvain,avg,0.5777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_2,10,0.25,0.5,1.0,2,random.uniform,random.random,True,True,random,sum,0.2
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_2,10,0.25,0.5,1.0,2,random.uniform,random.random,True,True,random,avg,0.2
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_2,10,0.25,0.5,1.0,2,random.uniform,random.random,True,True,louvain,sum,0.2
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_2,10,0.25,0.5,1.0,2,random.uniform,random.random,True,True,louvain,avg,0.2
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_20,10,0.25,0.5,1.0,20,random.uniform,random.random,True,True,random,sum,0.5111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_20,10,0.25,0.5,1.0,20,random.uniform,random.random,True,True,random,avg,0.5111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_20,10,0.25,0.5,1.0,20,random.uniform,random.random,True,True,louvain,sum,0.5111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_20,10,0.25,0.5,1.0,20,random.uniform,random.random,True,True,louvain,avg,0.5111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_21,10,0.25,0.5,1.0,21,random.uniform,random.random,True,False,random,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_21,10,0.25,0.5,1.0,21,random.uniform,random.random,True,False,random,avg,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_21,10,0.25,0.5,1.0,21,random.uniform,random.random,True,False,louvain,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_21,10,0.25,0.5,1.0,21,random.uniform,random.random,True,False,louvain,avg,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_22,10,0.25,0.5,1.0,22,random.uniform,random.random,False,True,random,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_22,10,0.25,0.5,1.0,22,random.uniform,random.random,False,True,random,avg,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_22,10,0.25,0.5,1.0,22,random.uniform,random.random,False,True,louvain,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_22,10,0.25,0.5,1.0,22,random.uniform,random.random,False,True,louvain,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_23,10,0.25,0.5,1.0,23,random.uniform,random.random,True,True,random,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_23,10,0.25,0.5,1.0,23,random.uniform,random.random,True,True,random,avg,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_23,10,0.25,0.5,1.0,23,random.uniform,random.random,True,True,louvain,sum,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_23,10,0.25,0.5,1.0,23,random.uniform,random.random,True,True,louvain,avg,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_24,10,0.25,0.5,1.0,24,random.uniform,random.random,True,True,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_24,10,0.25,0.5,1.0,24,random.uniform,random.random,True,True,random,avg,0.8
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_24,10,0.25,0.5,1.0,24,random.uniform,random.random,True,True,louvain,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_24,10,0.25,0.5,1.0,24,random.uniform,random.random,True,True,louvain,avg,0.8
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_25,10,0.25,0.5,1.0,25,random.uniform,random.random,True,False,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_25,10,0.25,0.5,1.0,25,random.uniform,random.random,True,False,random,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_25,10,0.25,0.5,1.0,25,random.uniform,random.random,True,False,louvain,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_25,10,0.25,0.5,1.0,25,random.uniform,random.random,True,False,louvain,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_26,10,0.25,0.5,1.0,26,random.uniform,random.random,True,False,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_26,10,0.25,0.5,1.0,26,random.uniform,random.random,True,False,random,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_26,10,0.25,0.5,1.0,26,random.uniform,random.random,True,False,louvain,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_26,10,0.25,0.5,1.0,26,random.uniform,random.random,True,False,louvain,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_27,10,0.25,0.5,1.0,27,random.uniform,random.random,True,True,random,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_27,10,0.25,0.5,1.0,27,random.uniform,random.random,True,True,random,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_27,10,0.25,0.5,1.0,27,random.uniform,random.random,True,True,louvain,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_27,10,0.25,0.5,1.0,27,random.uniform,random.random,True,True,louvain,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_28,10,0.25,0.5,1.0,28,random.uniform,random.random,True,False,random,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_28,10,0.25,0.5,1.0,28,random.uniform,random.random,True,False,random,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_28,10,0.25,0.5,1.0,28,random.uniform,random.random,True,False,louvain,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_28,10,0.25,0.5,1.0,28,random.uniform,random.random,True,False,louvain,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_29,10,0.25,0.5,1.0,29,random.uniform,random.random,True,False,random,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_29,10,0.25,0.5,1.0,29,random.uniform,random.random,True,False,random,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_29,10,0.25,0.5,1.0,29,random.uniform,random.random,True,False,louvain,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_29,10,0.25,0.5,1.0,29,random.uniform,random.random,True,False,louvain,avg,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_3,10,0.25,0.5,1.0,3,random.uniform,random.random,False,True,random,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_3,10,0.25,0.5,1.0,3,random.uniform,random.random,False,True,random,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_3,10,0.25,0.5,1.0,3,random.uniform,random.random,False,True,louvain,sum,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_3,10,0.25,0.5,1.0,3,random.uniform,random.random,False,True,louvain,avg,0.35555555555555557
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_30,10,0.25,0.5,1.0,30,random.uniform,random.random,False,False,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_30,10,0.25,0.5,1.0,30,random.uniform,random.random,False,False,random,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_30,10,0.25,0.5,1.0,30,random.uniform,random.random,False,False,louvain,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_30,10,0.25,0.5,1.0,30,random.uniform,random.random,False,False,louvain,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_31,10,0.25,0.5,1.0,31,random.uniform,random.random,False,True,random,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_31,10,0.25,0.5,1.0,31,random.uniform,random.random,False,True,random,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_31,10,0.25,0.5,1.0,31,random.uniform,random.random,False,True,louvain,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_31,10,0.25,0.5,1.0,31,random.uniform,random.random,False,True,louvain,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_32,10,0.25,0.5,1.0,32,random.uniform,random.random,True,True,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_32,10,0.25,0.5,1.0,32,random.uniform,random.random,True,True,random,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_32,10,0.25,0.5,1.0,32,random.uniform,random.random,True,True,louvain,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_32,10,0.25,0.5,1.0,32,random.uniform,random.random,True,True,louvain,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_33,10,0.25,0.5,1.0,33,random.uniform,random.random,True,True,random,sum,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_33,10,0.25,0.5,1.0,33,random.uniform,random.random,True,True,random,avg,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_33,10,0.25,0.5,1.0,33,random.uniform,random.random,True,True,louvain,sum,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_33,10,0.25,0.5,1.0,33,random.uniform,random.random,True,True,louvain,avg,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_34,10,0.25,0.5,1.0,34,random.uniform,random.random,True,False,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_34,10,0.25,0.5,1.0,34,random.uniform,random.random,True,False,random,avg,0.8444444444444444
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_34,10,0.25,0.5,1.0,34,random.uniform,random.random,True,False,louvain,sum,0.7333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_34,10,0.25,0.5,1.0,34,random.uniform,random.random,True,False,louvain,avg,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_35,10,0.25,0.5,1.0,35,random.uniform,random.random,True,True,random,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_35,10,0.25,0.5,1.0,35,random.uniform,random.random,True,True,random,avg,0.8
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_35,10,0.25,0.5,1.0,35,random.uniform,random.random,True,True,louvain,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_35,10,0.25,0.5,1.0,35,random.uniform,random.random,True,True,louvain,avg,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_36,10,0.25,0.5,1.0,36,random.uniform,random.random,False,False,random,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_36,10,0.25,0.5,1.0,36,random.uniform,random.random,False,False,random,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_36,10,0.25,0.5,1.0,36,random.uniform,random.random,False,False,louvain,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_36,10,0.25,0.5,1.0,36,random.uniform,random.random,False,False,louvain,avg,0.6222222222222222
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_37,10,0.25,0.5,1.0,37,random.uniform,random.random,True,False,random,sum,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_37,10,0.25,0.5,1.0,37,random.uniform,random.random,True,False,random,avg,0.7777777777777778
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_37,10,0.25,0.5,1.0,37,random.uniform,random.random,True,False,louvain,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_37,10,0.25,0.5,1.0,37,random.uniform,random.random,True,False,louvain,avg,0.8444444444444444
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_38,10,0.25,0.5,1.0,38,random.uniform,random.random,False,False,random,sum,0.8666666666666667
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_38,10,0.25,0.5,1.0,38,random.uniform,random.random,False,False,random,avg,0.8222222222222222
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_38,10,0.25,0.5,1.0,38,random.uniform,random.random,False,False,louvain,sum,0.8666666666666667
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_38,10,0.25,0.5,1.0,38,random.uniform,random.random,False,False,louvain,avg,0.8666666666666667
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_39,10,0.25,0.5,1.0,39,random.uniform,random.random,False,True,random,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_39,10,0.25,0.5,1.0,39,random.uniform,random.random,False,True,random,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_39,10,0.25,0.5,1.0,39,random.uniform,random.random,False,True,louvain,sum,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_39,10,0.25,0.5,1.0,39,random.uniform,random.random,False,True,louvain,avg,0.5333333333333333
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_4,10,0.25,0.5,1.0,4,random.uniform,random.random,False,False,random,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_4,10,0.25,0.5,1.0,4,random.uniform,random.random,False,False,random,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_4,10,0.25,0.5,1.0,4,random.uniform,random.random,False,False,louvain,sum,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_4,10,0.25,0.5,1.0,4,random.uniform,random.random,False,False,louvain,avg,0.7555555555555555
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_40,10,0.25,0.5,1.0,40,random.uniform,random.random,False,False,random,sum,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_40,10,0.25,0.5,1.0,40,random.uniform,random.random,False,False,random,avg,0.6888888888888889
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_40,10,0.25,0.5,1.0,40,random.uniform,random.random,False,False,louvain,sum,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_40,10,0.25,0.5,1.0,40,random.uniform,random.random,False,False,louvain,avg,0.6
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_41,10,0.25,0.5,1.0,41,random.uniform,random.random,True,True,random,sum,0.7111111111111111
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_41,10,0.25,0.5,1.0,41,random.uniform,random.random,True,True,random,avg,0.6444444444444445
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_41,10,0.25,0.5,1.0,41,random.uniform,random.random,True,True,louvain,sum,0.6444444444444445
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_41,10,0.25,0.5,1.0,41,random.uniform,random.random,True,True,louvain,avg,0.6444444444444445
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_42,10,0.25,0.5,1.0,42,random.uniform,random.random,True,True,random,sum,0.37777777777777777
graph-prak-GFH\n10\D0.25_L0.5_H1.0\D0.25_L0.5_H1.0_n10_42,10,0.25,0.5,1.0,42,random.uniform,random.random,True,True,random,avg,0.37777777777777777
