TYP,PFAD,KNOTENZAHL,DUPLIKATION,VERLUST,HGT,EVOLUTIONSRATE,BI_ANZAHL,DI_ANZAHL,EM_ANZAHL,FITCH,DELETION_RATE,SPECIAL,PARTIAL_BI_ANZAHL,PARTIAL_DI_ANZAHL,PARTIAL_EM_ANZAHL,PARTIAL_FITCH,ALGO_ONE_ORDER,ALGO_ONE_DIFF,ALGO_TWO_DIFF
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,14,52,False,0.3,False,6,10,36,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_49,10,0.5,0.5,0.25,49,0,16,58,True,0.3,True,0,0,40,True,"(0, 1, 2)",0.5555555555555556,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,12,25,28,False,0.3,True,8,0,20,True,"(0, 1, 2)",0.6,0.6
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_5,10,0.5,0.5,0.25,5,0,0,90,True,0.4,True,0,0,54,True,"(2, 0, 1)",0.4,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,18,48,False,0.4,True,4,0,28,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_50,10,0.5,0.5,0.25,50,0,9,72,True,0.7,False,0,3,22,True,"(2, 1, 0)",0.6222222222222222,0.6222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,11,18,False,0.7,False,14,4,6,True,"(2, 1, 0)",0.24444444444444444,0.26666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_51,10,0.5,0.5,0.25,51,0,0,90,True,0.4,True,0,0,54,True,"(0, 1, 2)",0.4,0.4
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,12,16,False,0.4,True,30,0,10,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_52,10,0.5,0.5,0.25,52,4,21,44,True,0.3,False,2,15,30,True,"(1, 2, 0)",0.24444444444444444,0.24444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,54,11,14,False,0.3,False,38,8,10,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_53,10,0.5,0.5,0.25,53,0,0,90,True,0.6,False,0,0,36,True,"(0, 2, 1)",0.6,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,34,12,False,0.6,False,4,14,4,True,"(0, 2, 1)",0.1111111111111111,0.15555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_54,10,0.5,0.5,0.25,54,2,16,56,True,0.7,False,0,5,16,True,"(2, 0, 1)",0.5777777777777777,0.5777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,36,27,0,True,0.7,False,10,9,0,True,"(2, 0, 1)",0.2,0.08888888888888889
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_55,10,0.5,0.5,0.25,55,0,29,32,True,0.3,False,0,21,22,True,"(0, 2, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,23,38,False,0.3,False,4,17,26,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_56,10,0.5,0.5,0.25,56,0,0,90,True,0.8,True,0,0,18,True,"(0, 2, 1)",0.8,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,12,56,False,0.8,True,2,0,12,True,"(0, 2, 1)",0.5333333333333333,0.7111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_57,10,0.5,0.5,0.25,57,0,0,90,True,0.7,False,0,0,28,True,"(2, 0, 1)",0.5888888888888889,0.5888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,3,18,False,0.7,False,20,1,6,True,"(2, 0, 1)",0.17777777777777778,0.35555555555555557
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_58,10,0.5,0.5,0.25,58,0,9,72,True,0.3,True,0,0,50,True,"(2, 0, 1)",0.34444444444444444,0.34444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,0,72,False,0.3,True,12,0,50,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_59,10,0.5,0.5,0.25,59,0,27,36,True,0.4,False,0,17,22,True,"(0, 1, 2)",0.24444444444444444,0.24444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,33,22,False,0.4,False,2,20,14,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_6,10,0.5,0.5,0.25,6,0,9,72,True,0.8,False,0,2,14,True,"(1, 2, 0)",0.7444444444444445,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,17,54,False,0.8,False,0,4,10,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_60,10,0.5,0.5,0.25,60,0,0,90,True,0.3,True,0,0,62,True,"(1, 0, 2)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,6,14,False,0.3,True,44,0,10,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_61,10,0.5,0.5,0.25,61,2,16,56,True,0.7,True,0,0,16,True,"(0, 2, 1)",0.8222222222222222,0.6333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,78,4,4,True,0.7,True,24,0,2,True,"(0, 2, 1)",0.1111111111111111,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_62,10,0.5,0.5,0.25,62,0,16,58,True,0.2,True,0,0,46,True,"(2, 0, 1)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,30,14,False,0.2,True,12,0,12,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_63,10,0.5,0.5,0.25,63,0,0,90,True,0.1,True,0,0,80,True,"(2, 1, 0)",0.1111111111111111,0.1111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,38,3,46,False,0.1,True,34,0,42,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_64,10,0.5,0.5,0.25,64,4,21,44,True,0.7,False,2,7,14,True,"(2, 0, 1)",0.4222222222222222,0.43333333333333335
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,30,30,0,False,0.7,False,8,9,0,True,"(2, 0, 1)",0.4222222222222222,0.28888888888888886
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_65,10,0.5,0.5,0.25,65,0,0,90,True,0.8,False,0,0,18,True,"(0, 1, 2)",0.8,0.7
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,23,42,False,0.8,False,0,5,8,True,"(0, 1, 2)",0.6444444444444445,0.4
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_66,10,0.5,0.5,0.25,66,0,0,90,True,0.3,True,0,0,62,True,"(0, 1, 2)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,68,1,20,False,0.3,True,48,0,14,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_67,10,0.5,0.5,0.25,67,0,9,72,True,0.2,False,0,8,58,True,"(0, 1, 2)",0.16666666666666666,0.16666666666666666
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,32,10,38,False,0.2,False,26,8,30,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_68,10,0.5,0.5,0.25,68,4,21,44,True,0.8,True,0,0,8,True,"(0, 1, 2)",0.9111111111111111,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,40,0,False,0.8,True,2,0,0,True,"(0, 1, 2)",0.8888888888888888,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_69,10,0.5,0.5,0.25,69,0,0,90,True,0.3,True,0,0,62,True,"(1, 0, 2)",0.3111111111111111,0.3111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,25,32,False,0.3,True,6,0,22,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_7,10,0.5,0.5,0.25,7,8,25,32,True,0.8,False,2,5,6,True,"(1, 2, 0)",0.6777777777777778,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,36,4,False,0.8,False,2,8,0,True,"(1, 2, 0)",0.5777777777777777,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_70,10,0.5,0.5,0.25,70,0,9,72,True,0.1,True,0,0,64,True,"(1, 0, 2)",0.28888888888888886,0.18888888888888888
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,7,10,False,0.1,True,60,0,8,True,"(1, 0, 2)",0.15555555555555556,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_71,10,0.5,0.5,0.25,71,0,21,48,True,0.6,True,0,0,20,True,"(1, 0, 2)",0.7777777777777778,0.5222222222222223
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,38,2,48,False,0.6,True,16,0,20,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_72,10,0.5,0.5,0.25,72,12,24,30,True,0.3,False,8,17,20,True,"(0, 1, 2)",0.23333333333333334,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,10,54,False,0.3,False,12,7,38,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_73,10,0.5,0.5,0.25,73,2,16,56,True,0.8,False,0,4,12,True,"(0, 2, 1)",0.5222222222222223,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,10,64,False,0.8,False,2,2,12,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_74,10,0.5,0.5,0.25,74,0,0,90,True,0.6,False,0,0,36,True,"(0, 1, 2)",0.6,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,50,6,28,False,0.6,False,20,3,12,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_75,10,0.5,0.5,0.25,75,6,21,42,True,0.9,True,0,0,4,True,"(0, 2, 1)",0.9555555555555556,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,26,38,False,0.9,True,0,0,4,True,"(0, 2, 1)",0.5777777777777777,0.6
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_76,10,0.5,0.5,0.25,76,0,9,72,True,0.6,False,0,4,28,True,"(0, 2, 1)",0.5444444444444444,0.5444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,26,34,False,0.6,False,2,11,14,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_77,10,0.5,0.5,0.25,77,38,16,20,True,0.3,False,26,12,14,True,"(1, 0, 2)",0.24444444444444444,0.18888888888888888
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,31,2,False,0.3,False,18,22,2,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_78,10,0.5,0.5,0.25,78,0,0,90,True,0.6,True,0,0,36,True,"(0, 1, 2)",0.6,0.6
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,13,2,True,0.6,True,24,0,0,True,"(0, 1, 2)",0.3111111111111111,0.5111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_79,10,0.5,0.5,0.25,79,0,24,42,True,0.5,True,0,0,20,True,"(2, 1, 0)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,41,0,False,0.5,True,4,0,0,True,"(2, 1, 0)",0.6666666666666666,0.6666666666666666
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_8,10,0.5,0.5,0.25,8,18,25,22,True,0.2,True,14,0,18,True,"(0, 2, 1)",0.36666666666666664,0.36666666666666664
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,9,54,False,0.2,True,14,0,44,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_80,10,0.5,0.5,0.25,80,10,24,32,True,0.3,False,6,17,22,True,"(2, 0, 1)",0.23333333333333334,0.2222222222222222
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,8,15,52,False,0.3,False,6,11,36,False,"(2, 0, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_81,10,0.5,0.5,0.25,81,0,0,90,True,0.7,False,0,0,28,True,"(1, 2, 0)",0.6888888888888889,0.5888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,4,72,False,0.7,False,2,2,22,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_82,10,0.5,0.5,0.25,82,2,16,56,True,0.4,True,2,0,34,True,"(2, 1, 0)",0.4222222222222222,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,15,40,False,0.4,True,12,0,24,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_83,10,0.5,0.5,0.25,83,0,0,90,True,0.5,False,0,0,44,True,"(2, 1, 0)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,3,82,False,0.5,False,0,2,40,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_84,10,0.5,0.5,0.25,84,4,21,44,True,0.9,True,0,0,4,True,"(0, 2, 1)",0.9555555555555556,0.4777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,56,4,26,False,0.9,True,6,0,2,True,"(0, 2, 1)",0.8,0.6444444444444445
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_85,10,0.5,0.5,0.25,85,0,9,72,True,0.5,True,0,0,36,True,"(2, 1, 0)",0.5,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,41,4,False,0.5,True,2,0,2,True,"(2, 1, 0)",0.35555555555555557,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_86,10,0.5,0.5,0.25,86,0,16,58,True,0.8,False,0,4,12,True,"(1, 0, 2)",0.6666666666666666,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,1,44,False,0.8,False,8,1,8,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_87,10,0.5,0.5,0.25,87,0,17,56,True,0.5,True,0,0,28,True,"(0, 1, 2)",0.6888888888888889,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,0,34,22,False,0.5,True,0,0,10,True,"(0, 1, 2)",0.7555555555555555,0.5333333333333333
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_88,10,0.5,0.5,0.25,88,0,0,90,True,0.5,False,0,0,44,True,"(1, 0, 2)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,5,64,False,0.5,False,8,3,32,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_89,10,0.5,0.5,0.25,89,0,16,58,True,0.8,False,0,4,12,True,"(2, 0, 1)",0.5555555555555556,0.5555555555555556
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,40,8,False,0.8,False,0,8,2,True,"(2, 0, 1)",0.3111111111111111,0.4222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_9,10,0.5,0.5,0.25,9,0,0,90,True,0.7,True,0,0,28,True,"(1, 0, 2)",0.6888888888888889,0.6888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,6,14,56,False,0.7,True,2,0,16,True,"(1, 0, 2)",0.6,0.5777777777777777
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_90,10,0.5,0.5,0.25,90,0,9,72,True,0.1,False,0,9,64,True,"(0, 2, 1)",0.08888888888888889,0.08888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,37,0,False,0.1,False,14,34,0,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_91,10,0.5,0.5,0.25,91,0,0,90,True,0.5,False,0,0,44,True,"(0, 1, 2)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,3,22,False,0.5,False,30,2,10,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_92,10,0.5,0.5,0.25,92,4,21,44,True,0.5,True,2,0,22,True,"(2, 1, 0)",0.5,0.5
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,16,44,False,0.5,True,6,0,22,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_93,10,0.5,0.5,0.25,93,10,24,32,True,0.5,True,4,0,16,True,"(2, 1, 0)",0.5111111111111111,0.6333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,44,4,38,False,0.5,True,22,0,18,True,"(2, 1, 0)",0.1111111111111111,0.1111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_94,10,0.5,0.5,0.25,94,0,0,90,True,0.8,True,0,0,18,True,"(1, 2, 0)",0.8,0.6111111111111112
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,6,74,False,0.8,True,0,0,14,True,"(1, 2, 0)",0.6222222222222222,0.6
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_95,10,0.5,0.5,0.25,95,14,27,22,True,0.8,True,2,0,4,True,"(0, 1, 2)",0.9333333333333333,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,26,26,12,False,0.8,True,6,0,2,True,"(0, 1, 2)",0.6888888888888889,0.35555555555555557
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_96,10,0.5,0.5,0.25,96,0,16,58,True,0.5,True,0,0,28,True,"(2, 1, 0)",0.5111111111111111,0.5111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,9,56,False,0.5,True,8,0,28,False,"(2, 1, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_97,10,0.5,0.5,0.25,97,0,9,72,True,0.9,False,0,1,8,True,"(0, 1, 2)",0.8777777777777778,0.45555555555555555
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,29,28,False,0.9,False,0,3,2,True,"(0, 1, 2)",0.8444444444444444,0.6222222222222222
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_98,10,0.5,0.5,0.25,98,2,16,56,True,0.3,True,2,0,40,True,"(1, 2, 0)",0.5333333333333333,0.35555555555555557
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,66,1,22,False,0.3,True,46,0,16,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.25\D0.5_L0.5_H0.25_n10_99,10,0.5,0.5,0.25,99,0,0,90,True,0.2,False,0,0,72,True,"(0, 2, 1)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,60,2,26,False,0.2,False,48,2,20,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_0,10,0.5,0.5,0.5,0,8,30,22,True,0.5,False,4,15,10,True,"(0, 1, 2)",0.3,0.28888888888888886
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,64,12,2,False,0.5,False,32,6,0,True,"(0, 1, 2)",0.1111111111111111,0.24444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_1,10,0.5,0.5,0.5,1,0,0,90,True,0.2,False,0,0,72,True,"(1, 0, 2)",0.2,0.2
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,74,6,4,False,0.2,False,60,5,4,False,"(1, 0, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_10,10,0.5,0.5,0.5,10,0,21,48,True,0.1,True,0,0,44,True,"(1, 2, 0)",0.5111111111111111,0.2777777777777778
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,7,58,False,0.1,True,16,0,52,False,"(1, 2, 0)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_11,10,0.5,0.5,0.5,11,20,26,18,True,0.1,False,18,24,16,True,"(0, 2, 1)",0.06666666666666667,0.06666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,20,36,False,0.1,False,12,18,32,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_12,10,0.5,0.5,0.5,12,6,21,42,True,0.8,False,2,5,8,True,"(1, 0, 2)",0.6444444444444445,0.4444444444444444
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,22,25,18,False,0.8,False,4,5,4,True,"(1, 0, 2)",0.5111111111111111,0.4666666666666667
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_13,10,0.5,0.5,0.5,13,0,9,72,True,0.8,False,0,2,14,True,"(1, 2, 0)",0.7444444444444445,0.5666666666666667
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,18,21,30,False,0.8,False,4,5,6,True,"(1, 2, 0)",0.4888888888888889,0.24444444444444444
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_14,10,0.5,0.5,0.5,14,0,24,42,True,0.7,True,0,0,12,True,"(2, 1, 0)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,14,29,18,False,0.7,True,4,0,6,True,"(2, 1, 0)",0.5333333333333333,0.5555555555555556
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_15,10,0.5,0.5,0.5,15,6,21,42,True,0.7,True,2,0,12,True,"(0, 1, 2)",0.8444444444444444,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,16,9,56,False,0.7,True,4,0,16,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_16,10,0.5,0.5,0.5,16,6,21,42,True,0.9,True,0,0,4,True,"(2, 0, 1)",0.4888888888888889,0.4888888888888889
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,2,21,46,False,0.9,True,0,0,4,True,"(2, 0, 1)",0.6444444444444445,0.8
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_17,10,0.5,0.5,0.5,17,0,21,48,True,0.5,False,0,11,24,True,"(0, 1, 2)",0.37777777777777777,0.37777777777777777
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,10,37,6,False,0.5,False,4,19,2,False,"(0, 1, 2)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_18,10,0.5,0.5,0.5,18,4,21,44,True,0.4,True,2,0,26,True,"(1, 2, 0)",0.6888888888888889,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,20,32,6,False,0.4,True,12,0,4,True,"(1, 2, 0)",0.7333333333333333,0.7111111111111111
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_19,10,0.5,0.5,0.5,19,10,30,20,True,0.5,True,4,0,10,True,"(0, 2, 1)",0.5222222222222223,0.5333333333333333
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,4,8,70,False,0.5,True,2,0,34,False,"(0, 2, 1)",-1.0,-1.0
XENOLOGY,graph-prak-GFH\n10\D0.5_L0.5_H0.5\D0.5_L0.5_H0.5_n10_2,10,0.5,0.5,0.5,2,0,9,72,True,0.4,True,0,0,44,True,"(0, 1, 2)",0.5111111111111111,0.4111111111111111
DI_COGRAPH,,10,-1.0,-1.0,-1.0,-1,62,3,22,False,0.4,True,38,0,14,False,"(0, 1, 2)",-1.0,-1.0
